"","Year","State","Sport","Girls Participation","Boys Participation","year_cleaned"
"4966","2013/2014","DC","Skiing",14,26,2013
"4967","2013/2014","DC","Soccer",430,556,2013
"4968","2013/2014","DC","Base/Softball",339,0,2013
"4969","2013/2014","DC","Swimming & Diving",130,207,2013
"4970","2013/2014","DC","Tennis",127,195,2013
"4971","2013/2014","DC","Track and Field",287,422,2013
"4972","2013/2014","DC","Track and Field",401,576,2013
"4973","2013/2014","DC","Volleyball",388,0,2013
"4974","2013/2014","DE","Base/Softball",2,1382,2013
"4975","2013/2014","DE","Basketball",993,1552,2013
"4976","2013/2014","DE","Competitive Spirit Squad",113,88,2013
"4977","2013/2014","DE","Crew",65,72,2013
"4978","2013/2014","DE","Cross Country",797,1005,2013
"4979","2013/2014","DE","Ice/Field Hockey",1500,0,2013
"4980","2013/2014","DE","Football",2,3019,2013
"4981","2013/2014","DE","Golf",70,419,2013
"4982","2013/2014","DE","Lacrosse",847,1617,2013
"4983","2013/2014","DE","Soccer",1549,1887,2013
"4984","2013/2014","DE","Base/Softball",1042,0,2013
"4985","2013/2014","DE","Swimming & Diving",785,636,2013
"4986","2013/2014","DE","Tennis",569,509,2013
"4987","2013/2014","DE","Track and Field",791,875,2013
"4988","2013/2014","DE","Track and Field",1203,1411,2013
"4989","2013/2014","DE","Volleyball",1459,124,2013
"4990","2013/2014","DE","Wrestling",13,1138,2013
"4991","2013/2014","FL","Adapted Track",2,2,2013
"4992","2013/2014","FL","Base/Softball",10,16110,2013
"4993","2013/2014","FL","Basketball",11220,16769,2013
"4994","2013/2014","FL","Bowling",1625,1310,2013
"4995","2013/2014","FL","Competitive Spirit Squad",5584,235,2013
"4996","2013/2014","FL","Cross Country",7237,7673,2013
"4997","2013/2014","FL","Flag Football",6287,0,2013
"4998","2013/2014","FL","Football",37,40606,2013
"4999","2013/2014","FL","Golf",2406,4000,2013
"5000","2013/2014","FL","Lacrosse",4256,5680,2013
"5001","2013/2014","FL","Soccer",15400,15769,2013
"5002","2013/2014","FL","Base/Softball",11685,0,2013
"5003","2013/2014","FL","Swimming & Diving",8200,7085,2013
"5004","2013/2014","FL","Tennis",5001,4496,2013
"5005","2013/2014","FL","Track and Field",13972,16275,2013
"5006","2013/2014","FL","Volleyball",14839,2259,2013
"5007","2013/2014","FL","Water Polo",1072,1225,2013
"5008","2013/2014","FL","Weight Lifting",5148,5687,2013
"5009","2013/2014","FL","Wrestling",192,8912,2013
"5010","2013/2014","GA","Adapted Basketball",73,84,2013
"5011","2013/2014","GA","Adapted Track",90,129,2013
"5012","2013/2014","GA","Base/Softball",10,12895,2013
"5013","2013/2014","GA","Basketball",9084,12262,2013
"5014","2013/2014","GA","Competitive Spirit Squad",5107,102,2013
"5015","2013/2014","GA","Cross Country",6202,7692,2013
"5016","2013/2014","GA","DANCE",2963,43,2013
"5017","2013/2014","GA","Drill Team",2741,653,2013
"5018","2013/2014","GA","Football",38,32979,2013
"5019","2013/2014","GA","Golf",1809,3403,2013
"5020","2013/2014","GA","Gymnastics",472,0,2013
"5021","2013/2014","GA","Lacrosse",2719,3639,2013
"5022","2013/2014","GA","Riflery",392,743,2013
"5023","2013/2014","GA","Soccer",9725,10729,2013
"5024","2013/2014","GA","Base/Softball",7935,0,2013
"5025","2013/2014","GA","Base/Softball",245,0,2013
"5026","2013/2014","GA","Swimming & Diving",4195,3598,2013
"5027","2013/2014","GA","Team Tennis",4841,4438,2013
"5028","2013/2014","GA","Track and Field",10559,13067,2013
"5029","2013/2014","GA","Volleyball",7555,0,2013
"5030","2013/2014","GA","Weight Lifting",507,2768,2013
"5031","2013/2014","GA","Wrestling",158,8604,2013
"5032","2013/2014","HI","Air Riflery",417,660,2013
"5033","2013/2014","HI","Basketball",1213,1759,2013
"5034","2013/2014","HI","Bowling",405,567,2013
"5035","2013/2014","HI","Competitive Spirit Squad",872,42,2013
"5036","2013/2014","HI","Cross Country",722,1146,2013
"5037","2013/2014","HI","Football",16,4258,2013
"5038","2013/2014","HI","Football",1,54,2013
"5039","2013/2014","HI","Golf",215,506,2013
"5040","2013/2014","HI","Judo",458,798,2013
"5041","2013/2014","HI","Kayaking",110,85,2013
"5042","2013/2014","HI","Outrigger Canoe Paddling LL",1267,1376,2013
"5043","2013/2014","HI","Soccer",1674,1528,2013
"5044","2013/2014","HI","Base/Softball",1347,0,2013
"5045","2013/2014","HI","Soft Tennis",190,150,2013
"5046","2013/2014","HI","Swimming & Diving",652,663,2013
"5047","2013/2014","HI","Team Tennis",795,697,2013
"5048","2013/2014","HI","Tennis",795,697,2013
"5049","2013/2014","HI","Track and Field",1402,2105,2013
"5050","2013/2014","HI","Volleyball",1818,1238,2013
"5051","2013/2014","HI","Water Polo",662,157,2013
"5052","2013/2014","HI","Wrestling",408,1196,2013
"5053","2013/2014","ID","Basketball",3170,3821,2013
"5054","2013/2014","ID","Competitive Spirit Squad",1528,121,2013
"5055","2013/2014","ID","Cross Country",1344,1605,2013
"5056","2013/2014","ID","Dance/Drill",686,20,2013
"5057","2013/2014","ID","Football",8,535,2013
"5058","2013/2014","ID","Golf",540,967,2013
"5059","2013/2014","ID","Soccer",1964,1977,2013
"5060","2013/2014","ID","Base/Softball",2164,0,2013
"5061","2013/2014","ID","Tennis",1077,1026,2013
"5062","2013/2014","ID","Track and Field",3262,4151,2013
"5063","2013/2014","ID","Volleyball",3550,0,2013
"5064","2013/2014","ID","Wrestling",14,2353,2013
"5065","2013/2014","IL","Adapted Track",4,2,2013
"5066","2013/2014","IL","Badminton",3634,0,2013
"5067","2013/2014","IL","Basketball",17560,24500,2013
"5068","2013/2014","IL","Bowling",3017,2605,2013
"5069","2013/2014","IL","Competitive Spirit Squad",7281,0,2013
"5070","2013/2014","IL","Cross Country",10961,11229,2013
"5071","2013/2014","IL","DANCE",4281,0,2013
"5072","2013/2014","IL","Ice/Field Hockey",95,0,2013
"5073","2013/2014","IL","Golf",3880,7893,2013
"5074","2013/2014","IL","Gymnastics",1912,1478,2013
"5075","2013/2014","IL","Lacrosse",405,605,2013
"5076","2013/2014","IL","Soccer",16011,18857,2013
"5077","2013/2014","IL","Base/Softball",15729,0,2013
"5078","2013/2014","IL","Swimming & Diving",6628,6021,2013
"5079","2013/2014","IL","Tennis",8152,7136,2013
"5080","2013/2014","IL","Track and Field",20278,25270,2013
"5081","2013/2014","IL","Volleyball",21723,6541,2013
"5082","2013/2014","IL","Water Polo",1719,2088,2013
"5083","2013/2014","IN","Basketball",8280,11124,2013
"5084","2013/2014","IN","Cross Country",5003,5068,2013
"5085","2013/2014","IN","Golf",2363,4124,2013
"5086","2013/2014","IN","Gymnastics",677,0,2013
"5087","2013/2014","IN","Soccer",6484,8765,2013
"5088","2013/2014","IN","Base/Softball",8494,0,2013
"5089","2013/2014","IN","Swimming & Diving",4249,3596,2013
"5090","2013/2014","IN","Tennis",6102,4588,2013
"5091","2013/2014","IN","Track and Field",10144,13382,2013
"5092","2013/2014","IN","Volleyball",9672,0,2013
"5093","2013/2014","IA","Basketball",8026,11250,2013
"5094","2013/2014","IA","Bowling",1274,1612,2013
"5095","2013/2014","IA","Cross Country",4609,5158,2013
"5096","2013/2014","IA","Football",32,18846,2013
"5097","2013/2014","IA","Football",6,1746,2013
"5098","2013/2014","IA","Golf",3148,5508,2013
"5099","2013/2014","IA","Soccer",5249,6027,2013
"5100","2013/2014","IA","Base/Softball",8201,0,2013
"5101","2013/2014","IA","Swimming & Diving",1710,1448,2013
"5102","2013/2014","IA","Tennis",3325,2383,2013
"5103","2013/2014","IA","Track and Field",9367,11604,2013
"5104","2013/2014","IA","Volleyball",11600,0,2013
"5105","2013/2014","IA","Wrestling",52,6773,2013
"5106","2013/2014","KS","Base/Softball",26,6216,2013
"5107","2013/2014","KS","Basketball",6827,8898,2013
"5108","2013/2014","KS","Bowling",859,937,2013
"5109","2013/2014","KS","Cross Country",2977,3847,2013
"5110","2013/2014","KS","Football",22,13959,2013
"5111","2013/2014","KS","Football",7,2151,2013
"5112","2013/2014","KS","Golf",1039,2798,2013
"5113","2013/2014","KS","Gymnastics",156,0,2013
"5114","2013/2014","KS","Soccer",3511,4111,2013
"5115","2013/2014","KS","Base/Softball",4992,0,2013
"5116","2013/2014","KS","Swimming & Diving",1883,1605,2013
"5117","2013/2014","KS","Tennis",2661,2254,2013
"5118","2013/2014","KS","Track and Field",6908,9887,2013
"5119","2013/2014","KS","Volleyball",8773,0,2013
"5120","2013/2014","KS","Wrestling",90,5130,2013
"5121","2013/2014","KY","Archery",1367,1645,2013
"5122","2013/2014","KY","Base/Softball",5,7354,2013
"5123","2013/2014","KY","Basketball",5447,6716,2013
"5124","2013/2014","KY","Bowling",820,1011,2013
"5125","2013/2014","KY","Competitive Spirit Squad",5328,207,2013
"5126","2013/2014","KY","Cross Country",2911,3090,2013
"5127","2013/2014","KY","Ice/Field Hockey",735,0,2013
"5128","2013/2014","KY","Football",13,13788,2013
"5129","2013/2014","KY","Golf",1367,2354,2013
"5130","2013/2014","KY","Lacrosse",541,583,2013
"5131","2013/2014","KY","Soccer",5566,5894,2013
"5132","2013/2014","KY","Base/Softball",5886,0,2013
"5133","2013/2014","KY","Swimming & Diving",2327,1616,2013
"5134","2013/2014","KY","Tennis",2798,2287,2013
"5135","2013/2014","KY","Track and Field",5337,6369,2013
"5136","2013/2014","KY","Volleyball",6125,0,2013
"5137","2013/2014","KY","Wrestling",33,1999,2013
"5138","2013/2014","LA","Basketball",5519,7936,2013
"5139","2013/2014","LA","Bowling",399,556,2013
"5140","2013/2014","LA","Cross Country",2521,2682,2013
"5141","2013/2014","LA","Dance/Drill",4752,0,2013
"5142","2013/2014","LA","Golf",250,1157,2013
"5143","2013/2014","LA","Gymnastics",144,38,2013
"5144","2013/2014","LA","Soccer",3824,4434,2013
"5145","2013/2014","LA","Base/Softball",6344,0,2013
"5146","2013/2014","LA","Swimming & Diving",1483,1200,2013
"5147","2013/2014","LA","Tennis",1600,1451,2013
"5148","2013/2014","LA","Track and Field",1180,1629,2013
"5149","2013/2014","LA","Track and Field",6816,8994,2013
"5150","2013/2014","LA","Volleyball",4277,0,2013
"5151","2013/2014","LA","Weight Lifting",571,1005,2013
"5152","2013/2014","ME","Base/Softball",26,3340,2013
"5153","2013/2014","ME","Basketball",2915,3627,2013
"5154","2013/2014","ME","Bowling",29,66,2013
"5155","2013/2014","ME","Competitive Spirit Squad",1628,23,2013
"5156","2013/2014","ME","Crew",90,91,2013
"5157","2013/2014","ME","Cross Country",1091,1285,2013
"5158","2013/2014","ME","Equestrian",4,0,2013
"5159","2013/2014","ME","Ice/Field Hockey",2361,0,2013
"5160","2013/2014","ME","Football",11,3768,2013
"5161","2013/2014","ME","Golf",101,1133,2013
"5162","2013/2014","ME","Ice/Field Hockey",378,1164,2013
"5163","2013/2014","ME","Lacrosse",1482,1841,2013
"5164","2013/2014","ME","Mt. Biking",1,11,2013
"5165","2013/2014","ME","Riflery",9,11,2013
"5166","2013/2014","ME","sailing",29,38,2013
"5167","2013/2014","ME","Skiing",248,287,2013
"5168","2013/2014","ME","Skiing",302,322,2013
"5169","2013/2014","ME","Snowboarding",8,16,2013
"5170","2013/2014","ME","Soccer",3769,4061,2013
"5171","2013/2014","ME","Base/Softball",2791,0,2013
"5172","2013/2014","ME","Swimming & Diving",971,676,2013
"5173","2013/2014","ME","Team Tennis",1504,1285,2013
"5174","2013/2014","ME","Track and Field",1332,1542,2013
"5175","2013/2014","ME","Track and Field",2382,2877,2013
"5176","2013/2014","ME","Volleyball",743,0,2013
"5177","2013/2014","ME","Wrestling",59,802,2013
"5178","2013/2014","MD","Adapted Basketball",75,75,2013
"5179","2013/2014","MD","Adapted Bowling",495,584,2013
"5180","2013/2014","MD","Adapted Soccer",150,195,2013
"5181","2013/2014","MD","Adapted Base/Softball",321,430,2013
"5182","2013/2014","MD","Adapted Track",268,288,2013
"5183","2013/2014","MD","Badminton",564,219,2013
"5184","2013/2014","MD","Base/Softball",46,5635,2013
"5185","2013/2014","MD","Basketball",4665,5641,2013
"5186","2013/2014","MD","Bowling",22,30,2013
"5187","2013/2014","MD","Cross Country",2817,3827,2013
"5188","2013/2014","MD","Ice/Field Hockey",3976,1,2013
"5189","2013/2014","MD","Football",46,14373,2013
"5190","2013/2014","MD","Golf",262,1356,2013
"5191","2013/2014","MD","Gymnastics",122,0,2013
"5192","2013/2014","MD","Lacrosse",5137,6406,2013
"5193","2013/2014","MD","Soccer",5840,6486,2013
"5194","2013/2014","MD","Base/Softball",4905,1,2013
"5195","2013/2014","MD","Swimming & Diving",2116,1955,2013
"5196","2013/2014","MD","Tennis",2314,2239,2013
"5197","2013/2014","MD","Track and Field",4684,5072,2013
"5198","2013/2014","MD","Track and Field",5501,6528,2013
"5199","2013/2014","MD","Volleyball",4933,591,2013
"5200","2013/2014","MD","Wrestling",101,4792,2013
"5201","2013/2014","MA","Basketball",10039,12748,2013
"5202","2013/2014","MA","Cross Country",5617,6722,2013
"5203","2013/2014","MA","Ice/Field Hockey",8007,21,2013
"5204","2013/2014","MA","Football",26,20113,2013
"5205","2013/2014","MA","Golf",528,4482,2013
"5206","2013/2014","MA","Gymnastics",1286,264,2013
"5207","2013/2014","MA","Ice/Field Hockey",2157,7359,2013
"5208","2013/2014","MA","Lacrosse",7518,9422,2013
"5209","2013/2014","MA","Skiing",954,1167,2013
"5210","2013/2014","MA","Skiing",399,276,2013
"5211","2013/2014","MA","Soccer",12889,13414,2013
"5212","2013/2014","MA","Base/Softball",9778,0,2013
"5213","2013/2014","MA","Swimming & Diving",4205,2948,2013
"5214","2013/2014","MA","Tennis",4563,3658,2013
"5215","2013/2014","MA","Track and Field",9430,9819,2013
"5216","2013/2014","MA","Track and Field",12913,14031,2013
"5217","2013/2014","MA","Volleyball",8529,2474,2013
"5218","2013/2014","MA","Wrestling",75,4522,2013
"5219","2013/2014","MI","Archery",120,161,2013
"5220","2013/2014","MI","Base/Softball",7,18220,2013
"5221","2013/2014","MI","Basketball",16329,21504,2013
"5222","2013/2014","MI","Bowling",2946,3573,2013
"5223","2013/2014","MI","Competitive Spirit Squad",7120,0,2013
"5224","2013/2014","MI","Crew",360,460,2013
"5225","2013/2014","MI","Cross Country",8703,8882,2013
"5226","2013/2014","MI","DANCE",1945,141,2013
"5227","2013/2014","MI","Dance/Drill",337,132,2013
"5228","2013/2014","MI","Equestrian",818,131,2013
"5229","2013/2014","MI","Fencing",29,33,2013
"5230","2013/2014","MI","Ice/Field Hockey",947,0,2013
"5231","2013/2014","MI","Flag Football",321,153,2013
"5232","2013/2014","MI","Football",43,39963,2013
"5233","2013/2014","MI","Golf",3427,6768,2013
"5234","2013/2014","MI","Gymnastics",600,0,2013
"5235","2013/2014","MI","Ice/Field Hockey",269,3564,2013
"5236","2013/2014","MI","Lacrosse",2540,5089,2013
"5237","2013/2014","MI","Riflery",11,88,2013
"5238","2013/2014","MI","Skiing",662,745,2013
"5239","2013/2014","MI","Skiing",26,39,2013
"5240","2013/2014","MI","Snowboarding",98,249,2013
"5241","2013/2014","MI","Soccer",13667,14242,2013
"5242","2013/2014","MI","Base/Softball",13443,0,2013
"5243","2013/2014","MI","Swimming & Diving",6072,5243,2013
"5244","2013/2014","MI","Synchronized Swimming",69,0,2013
"5245","2013/2014","MI","Tennis",8862,6464,2013
"5246","2013/2014","MI","Track and Field",17259,22716,2013
"5247","2013/2014","MI","Volleyball",18607,0,2013
"5248","2013/2014","MI","Water Polo",573,558,2013
"5249","2013/2014","MI","Weight Lifting",799,2007,2013
"5250","2013/2014","MI","Wrestling",266,10179,2013
"5251","2013/2014","MN","Adapted Bowling",112,167,2013
"5252","2013/2014","MN","Adapted Floor Hockey",165,237,2013
"5253","2013/2014","MN","Adapted Soccer",127,190,2013
"5254","2013/2014","MN","Adapted Base/Softball",188,243,2013
"5255","2013/2014","MN","Badminton",535,0,2013
"5256","2013/2014","MN","Base/Softball",5,13475,2013
"5257","2013/2014","MN","Basketball",11697,13282,2013
"5258","2013/2014","MN","Cross Country",8688,7079,2013
"5259","2013/2014","MN","Dance Team, High Kick",4812,0,2013
"5260","2013/2014","MN","Dance Team, Jazz",4123,0,2013
"5261","2013/2014","MN","Football",5,23582,2013
"5262","2013/2014","MN","Golf",4206,5526,2013
"5263","2013/2014","MN","Gymnastics",2608,0,2013
"5264","2013/2014","MN","Ice/Field Hockey",3784,5718,2013
"5265","2013/2014","MN","Lacrosse",3525,3223,2013
"5266","2013/2014","MN","Skiing",831,1022,2013
"5267","2013/2014","MN","Skiing",2403,1966,2013
"5268","2013/2014","MN","Soccer",7835,8958,2013
"5269","2013/2014","MN","Base/Softball",12737,0,2013
"5270","2013/2014","MN","Swimming & Diving",5749,3853,2013
"5271","2013/2014","MN","Synchronized Swimming",435,0,2013
"5272","2013/2014","MN","Tennis",6558,4916,2013
"5273","2013/2014","MN","Track and Field",15613,16488,2013
"5274","2013/2014","MN","Volleyball",16102,0,2013
"5275","2013/2014","MS","Basketball",8450,8450,2013
"5276","2013/2014","MS","Bowling",520,410,2013
"5277","2013/2014","MS","Competitive Spirit Squad",3010,125,2013
"5278","2013/2014","MS","Cross Country",1400,1600,2013
"5279","2013/2014","MS","DANCE",1400,0,2013
"5280","2013/2014","MS","Dance/Drill",498,0,2013
"5281","2013/2014","MS","Dance Team, High Kick",320,0,2013
"5282","2013/2014","MS","Dance Team, Jazz",240,0,2013
"5283","2013/2014","MS","Golf",275,2010,2013
"5284","2013/2014","MS","Soccer",2640,3920,2013
"5285","2013/2014","MS","Base/Softball",4798,0,2013
"5286","2013/2014","MS","Base/Softball",2300,0,2013
"5287","2013/2014","MS","Swimming & Diving",1675,1790,2013
"5288","2013/2014","MS","Team Tennis",1891,2250,2013
"5289","2013/2014","MS","Tennis",1891,2250,2013
"5290","2013/2014","MS","Track and Field",300,350,2013
"5291","2013/2014","MS","Track and Field",5400,8300,2013
"5292","2013/2014","MS","Volleyball",2248,0,2013
"5293","2013/2014","MS","Weight Lifting",1250,4225,2013
"5294","2013/2014","MO","Basketball",10318,14145,2013
"5295","2013/2014","MO","Bowling",17,17,2013
"5296","2013/2014","MO","Cross Country",4195,5687,2013
"5297","2013/2014","MO","Ice/Field Hockey",1053,0,2013
"5298","2013/2014","MO","Golf",1755,4130,2013
"5299","2013/2014","MO","Lacrosse",1256,0,2013
"5300","2013/2014","MO","Soccer",8173,8341,2013
"5301","2013/2014","MO","Base/Softball",9956,155,2013
"5302","2013/2014","MO","Swimming & Diving",2990,1835,2013
"5303","2013/2014","MO","Team Tennis",3995,3434,2013
"5304","2013/2014","MO","Tennis",3995,3434,2013
"5305","2013/2014","MO","Track and Field",10979,14131,2013
"5306","2013/2014","MO","Volleyball",10404,1126,2013
"5307","2013/2014","MT","Basketball",3086,3554,2013
"5308","2013/2014","MT","Cross Country",931,1047,2013
"5309","2013/2014","MT","Football",3,4376,2013
"5310","2013/2014","MT","Football",1,437,2013
"5311","2013/2014","MT","Golf",480,1011,2013
"5312","2013/2014","MT","Soccer",828,821,2013
"5313","2013/2014","MT","Base/Softball",1107,0,2013
"5314","2013/2014","MT","Swimming & Diving",328,199,2013
"5315","2013/2014","MT","Tennis",1034,779,2013
"5316","2013/2014","MT","Track and Field",2424,3461,2013
"5317","2013/2014","MT","Volleyball",3570,0,2013
"5318","2013/2014","MT","Wrestling",12,1436,2013
"5319","2013/2014","NE","Base/Softball",2,2297,2013
"5320","2013/2014","NE","Basketball",6207,7409,2013
"5321","2013/2014","NE","Cross Country",2195,2839,2013
"5322","2013/2014","NE","Football",17,9984,2013
"5323","2013/2014","NE","Football",14,3211,2013
"5324","2013/2014","NE","Golf",1306,2592,2013
"5325","2013/2014","NE","Soccer",2473,2647,2013
"5326","2013/2014","NE","Base/Softball",2504,0,2013
"5327","2013/2014","NE","Swimming & Diving",1041,831,2013
"5328","2013/2014","NE","Tennis",1395,1024,2013
"5329","2013/2014","NE","Track and Field",6958,8435,2013
"5330","2013/2014","NE","Volleyball",7111,0,2013
"5331","2013/2014","NE","Wrestling",89,4519,2013
"5332","2013/2014","NV","Basketball",2443,3056,2013
